icao,stand,lat,lon,type
RKSS,31,37.56379722,126.79715556,STAND
RKSS,32,37.56418333,126.79762778,STAND
RKSS,33,37.56466667,126.79823611,STAND
RKSS,34,37.56515000,126.79884444,STAND
RKSS,35,37.56586944,126.79938889,STAND
RKSS,36,37.56662222,126.80032222,STAND
RKSS,37,37.56688056,126.80064722,STAND
RKSS,38,37.56719167,126.80148889,STAND
RKSS,39,37.56762778,126.80208333,STAND
RKSS,4,37.55658889,126.80457222,STAND
RKSS,40,37.56809444,126.80267500,STAND
RKSS,506,37.55410000,126.79025556,STAND
RKSS,507,37.55397778,126.79040556,STAND
RKSS,508,37.55385556,126.79055833,STAND
RKSS,509,37.55373611,126.79071111,STAND
RKSS,510,37.55361389,126.79086389,STAND
RKSS,511,37.55349167,126.79101667,STAND
RKSS,512,37.55337222,126.79116667,STAND
RKSS,513,37.55325556,126.79131944,STAND
RKSS,514,37.55313611,126.79146667,STAND
RKSS,515,37.55303056,126.79160000,STAND
RKSS,516,37.55294167,126.79171111,STAND
RKSS,517,37.55285278,126.79182500,STAND
RKSS,518,37.55276389,126.79193611,STAND
RKSS,519,37.55267500,126.79205000,STAND
RKSS,520,37.55258611,126.79216111,STAND
RKSS,521,37.55249722,126.79227222,STAND
RKSS,522,37.55240833,126.79238611,STAND
RKSS,523,37.55231944,126.79249722,STAND
RKSS,524,37.55223056,126.79261111,STAND
RKSS,525,37.55184722,126.79136944,STAND
RKSS,526,37.55193611,126.79125833,STAND
RKSS,527,37.55202500,126.79114722,STAND
RKSS,6,37.55687500,126.80421389,STAND
RKSS,701,37.55113611,126.79228056,STAND
RKSS,702,37.55133056,126.79204167,STAND
RKSS,703,37.55156389,126.79172222,STAND
RKSS,704,37.55170833,126.79154444,STAND
RKSS,8,37.55732500,126.80386111,STAND
RKSS,902,37.55244722,126.79090000,STAND
RKSS,903,37.55264167,126.79064722,STAND
RKSS,904,37.55282500,126.79042222,STAND
RKSS,905,37.55300556,126.79019444,STAND
RKSS,906,37.55318889,126.78996944,STAND
RKSS,907,37.55337222,126.78974167,STAND
RKSS,908,37.55355556,126.78951667,STAND
RKSS,9082,37.55394444,126.78902778,STAND
RKSS,909,37.55413333,126.78879444,STAND
RKSS,910,37.55431389,126.78856944,STAND
RKSS,911,37.55449167,126.78834444,STAND
RKSS,912,37.55483611,126.78787778,STAND
RKSS,913,37.55500000,126.78767222,STAND
RKSS,914,37.55516389,126.78746667,STAND
RKSS,915,37.55533333,126.78725556,STAND
RKSS,916,37.55545000,126.78699722,STAND
RKSS,917,37.55637222,126.78756667,STAND
RKSS,918,37.55616944,126.78782500,STAND
RKSS,919,37.55596667,126.78808056,STAND
RKSS,920,37.55563611,126.78807500,STAND
RKSS,921,37.55580000,126.78828333,STAND
RKSS,922,37.55528333,126.78852222,STAND
RKSS,923,37.55544722,126.78872500,STAND
RKSS,924,37.55503889,126.78883611,STAND
RKSS,925,37.55520000,126.78903611,STAND
RKSS,926,37.55468889,126.78927222,STAND
RKSS,927,37.55485000,126.78947500,STAND
RKSS,937,37.55108889,126.79423056,STAND
RKSS,938,37.55093611,126.79442222,STAND
RKSS,939,37.55078333,126.79461667,STAND
RKSS,944,37.55081389,126.79278611,STAND
RKSS,9441,37.55051389,126.79316667,STAND
RKSS,945,37.55021111,126.79353889,STAND
RKTH,1,35.98467222,129.43494444,STAND
RKTH,2,35.98466944,129.43453056,STAND
RKTH,3,35.98468056,129.43399722,STAND
RKTH,4,35.98467500,129.43340556,STAND
RKTH,5,35.98465556,129.43285000,STAND
RKTL,1,36.77886111,129.46476111,STAND
RKTL,10,36.77812222,129.46451944,STAND
RKTL,11,36.77775556,129.46518889,STAND
RKTL,12,36.77761944,129.46524444,STAND
RKTL,13,36.77748056,129.46529722,STAND
RKTL,14,36.77734167,129.46534722,STAND
RKTL,15,36.77720556,129.46540278,STAND
RKTL,16,36.77706667,129.46545556,STAND
RKTL,17,36.77693056,129.46550833,STAND
RKTL,18,36.77679167,129.46556389,STAND
RKTL,19,36.77665556,129.46561667,STAND
RKTL,2,36.77870833,129.46481944,STAND
RKTL,20,36.77763333,129.46470833,STAND
RKTL,21,36.77749722,129.46476111,STAND
RKTL,22,36.77736111,129.46481667,STAND
RKTL,23,36.77722222,129.46486944,STAND
RKTL,24,36.77708333,129.46492222,STAND
RKTL,25,36.77694722,129.46497500,STAND
RKTL,26,36.77680833,129.46502778,STAND
RKTL,27,36.77667222,129.46508056,STAND
RKTL,28,36.77653333,129.46513333,STAND
RKTL,29,36.77639722,129.46518889,STAND
RKTL,3,36.77855278,129.46488056,STAND
RKTL,30,36.77625833,129.46524167,STAND
RKTL,4,36.77839722,129.46493056,STAND
RKTL,5,36.77824167,129.46501389,STAND
RKTL,6,36.77874167,129.46428056,STAND
RKTL,7,36.77858611,129.46433889,STAND
RKTL,8,36.77843056,129.46440000,STAND
RKTL,9,36.77827778,129.46446111,STAND
RKTN,1,35.90106944,128.63743611,STAND
RKTN,10,35.89871389,128.64088611,STAND
RKTN,2,35.90084167,128.63784444,STAND
RKTN,3,35.90061667,128.63825278,STAND
RKTN,31,35.90173056,128.63765833,STAND
RKTN,4,35.90031389,128.63865833,STAND
RKTN,5,35.89975833,128.63899444,STAND
RKTN,6,35.89955000,128.63937222,STAND
RKTN,7,35.89933889,128.63975278,STAND
RKTN,8,35.89912778,128.64013333,STAND
RKTN,9,35.89891667,128.64051389,STAND
RKTU,1,36.72061944,127.49517778,STAND
RKTU,10,36.72312778,127.49949444,STAND
RKTU,11,36.72357778,127.49984167,STAND
RKTU,12,36.72402778,127.50056389,STAND
RKTU,12L,36.72375000,127.50052500,STAND
RKTU,12R,36.72397500,127.50088611,STAND
RKTU,13,36.72445556,127.50124444,STAND
RKTU,13L,36.72420000,127.50125000,STAND
RKTU,13R,36.72442778,127.50161389,STAND
RKTU,2,36.72086667,127.49557778,STAND
RKTU,3,36.72109722,127.49599722,STAND
RKTU,4,36.72136944,127.49643889,STAND
RKTU,5,36.72161667,127.49683611,STAND
RKTU,6,36.72203333,127.49728056,STAND
RKTU,6L,36.72175556,127.49729444,STAND
RKTU,6R,36.72198611,127.49766944,STAND
RKTU,7,36.72237500,127.49796667,STAND
RKTU,71,36.71938611,127.49675000,STAND
RKTU,72,36.71951389,127.49662778,STAND
RKTU,73,36.71964167,127.49650556,STAND
RKTU,74,36.71977222,127.49638333,STAND
RKTU,75,36.71918889,127.49643056,STAND
RKTU,76,36.71931667,127.49630833,STAND
RKTU,77,36.71944444,127.49618611,STAND
RKTU,78,36.71957222,127.49606389,STAND
RKTU,8,36.72259722,127.49863611,STAND
RKTU,9,36.72287778,127.49909444,STAND
ROAH,100,26.19592500,127.64192778,STAND
ROAH,100L,26.19570833,127.64190000,STAND
ROAH,100R,26.19607222,127.64188333,STAND
ROAH,101,26.19661944,127.64229444,STAND
ROAH,102,26.19709444,127.64226667,STAND
ROAH,103,26.19750000,127.64224722,STAND
ROAH,104,26.19807500,127.64252778,STAND
ROAH,105,26.19840833,127.64241667,STAND
ROAH,106,26.19907222,127.64240833,STAND
ROAH,107,26.20000000,127.64166667,STAND
ROAH,11,26.20282222,127.65021111,STAND
ROAH,12,26.20280278,127.64965556,STAND
ROAH,12M,26.20268333,127.64963333,STAND
ROAH,13,26.20278056,127.64910556,STAND
ROAH,13M,26.20266111,127.64905278,STAND
ROAH,14,26.20276111,127.64855556,STAND
ROAH,15,26.20245556,127.64842778,STAND
ROAH,16,26.20275278,127.64816944,STAND
ROAH,21,26.20440000,127.65010556,STAND
ROAH,22,26.20453056,127.64944444,STAND
ROAH,23,26.20454444,127.64880556,STAND
ROAH,24,26.20494722,127.64854722,STAND
ROAH,25,26.20534722,127.64875000,STAND
ROAH,26,26.20541944,127.64940278,STAND
ROAH,27,26.20554167,127.65009722,STAND
ROAH,31,26.20719444,127.64997500,STAND
ROAH,32,26.20735000,127.64932778,STAND
ROAH,33,26.20734722,127.64868333,STAND
ROAH,34,26.20774167,127.64841667,STAND
ROAH,35,26.20812222,127.64863333,STAND
ROAH,36,26.20825556,127.64917778,STAND
ROAH,37,26.20875000,127.64996944,STAND
ROAH,41,26.20954444,127.64977500,STAND
ROAH,42,26.21007500,127.64992222,STAND
ROAH,43,26.21075556,127.64989167,STAND
ROAH,43L,26.21099444,127.64961667,STAND
ROAH,43R,26.21059722,127.64990278,STAND
ROAH,44,26.21152778,127.64987500,STAND
ROAH,44L,26.21180556,127.64957778,STAND
ROAH,44R,26.21140833,127.64986667,STAND
ROAH,45,26.21221389,127.64961111,STAND
ROAH,45C,26.21204167,127.64977222,STAND
ROAH,46,26.21261944,127.64959167,STAND
ROAH,46C,26.21254444,127.64975000,STAND
ROAH,51,26.21336667,127.64954444,STAND
ROAH,51L,26.21363056,127.64930833,STAND
ROAH,51R,26.21322500,127.64932500,STAND
ROAH,52,26.21403333,127.64928333,STAND
ROAH,57D,26.21511111,127.64958889,STAND
ROAH,61,26.21538611,127.65024722,STAND
ROAH,62,26.21571389,127.65081111,STAND
ROAH,63,26.21591667,127.65136389,STAND
ROAH,63E,26.21598056,127.65153333,STAND
ROAH,64,26.21611667,127.65191389,STAND
ROAH,65,26.21631667,127.65246944,STAND
ROAH,65E,26.21637500,127.65262500,STAND
ROAH,66,26.21651667,127.65302222,STAND
ROAH,71,26.20991944,127.64824722,STAND
ROAH,72,26.21065278,127.64825278,STAND
ROAH,73,26.21131667,127.64822222,STAND
ROAH,74,26.21189167,127.64819722,STAND
ROAH,98,26.19497778,127.64193611,STAND
ROAH,99,26.19534167,127.64191667,STAND
ROAH,H,26.19961111,127.64218611,STAND
ROIG,1,24.38975000,124.24380833,STAND
ROIG,10,24.39246111,124.24630833,STAND
ROIG,2,24.38998056,124.24434444,STAND
ROIG,2A,24.38983056,124.24423056,STAND
ROIG,2B,24.39012500,124.24446667,STAND
ROIG,5,24.39047500,124.24461667,STAND
ROIG,6,24.39086667,124.24500278,STAND
ROIG,7,24.39159444,124.24530278,STAND
ROIG,8,24.39165278,124.24565556,STAND
ROIG,9,24.39208611,124.24599722,STAND
ROKJ,1,26.36423333,126.71670833,STAND
ROKJ,2,26.36473889,126.71692500,STAND
ROKJ,3,26.36524444,126.71714167,STAND
ROKJ,3A,26.36529722,126.71699444,STAND
ROMY,1,24.78068889,125.29788333,STAND
ROMY,2,24.78050556,125.29725833,STAND
ROMY,3,24.78012500,125.29725278,STAND
ROMY,5,24.77973611,125.29689167,STAND
ROMY,6,24.77936111,125.29651111,STAND
RORS,S11,24.82967500,125.14787222,STAND
RORS,S12,24.82951111,125.14767500,STAND
RORS,S13,24.82937500,125.14785833,STAND
RORS,S21,24.82891389,125.14808056,STAND
RORS,S22,24.82874722,125.14788333,STAND
RORS,S23,24.82861111,125.14806667,STAND
RORS,S31,24.82815278,125.14828889,STAND
RORS,S32,24.82798611,125.14809167,STAND
RORS,S33,24.82785000,125.14827500,STAND
RORS,S5N,24.82649722,125.14801389,STAND
RORS,S5S,24.82601944,125.14814444,STAND
RORS,S6N,24.82566111,125.14870000,STAND
RORS,S6S,24.82524167,125.14881389,STAND
RORS,S7AN,24.82449167,125.14861667,STAND
RORS,S7AS,24.82433056,125.14866111,STAND
RORS,S7BN,24.82453611,125.14881389,STAND
RORS,S7BS,24.82437500,125.14885833,STAND
RORS,S7CN,24.82467222,125.14907500,STAND
RORS,S7CS,24.82436667,125.14916111,STAND
RORT,1,24.65367500,124.67690556,STAND
RORT,2,24.65412500,124.67684444,STAND
RPLB,MID1,14.79641667,120.26646667,STAND
RPLB,MID2,14.79692222,120.26625833,STAND
RPLB,S1,14.79648333,120.28193333,STAND
RPLB,S10,14.79013333,120.26823611,STAND
RPLB,S11,14.79073333,120.26599444,STAND
RPLB,S12,14.79015000,120.26455000,STAND
RPLB,S13,14.78930278,120.26614722,STAND
RPLB,S14,14.79000833,120.26584722,STAND
RPLB,S2,14.79663333,120.28230833,STAND
RPLB,S3,14.79711111,120.28177222,STAND
RPLB,S4,14.79676389,120.28091111,STAND
RPLB,S5,14.79245000,120.27024167,STAND
RPLB,S6,14.79192778,120.26894722,STAND
RPLB,S7,14.79157778,120.26808889,STAND
RPLB,S8,14.79125833,120.26729444,STAND
RPLB,S9,14.79084167,120.26793056,STAND
RPLB,SE1,14.79597222,120.28288333,STAND
RPLB,SE2,14.79585000,120.28284167,STAND
RPLB,SE3,14.79575833,120.28260000,STAND
RPLB,SE4L,14.79575278,120.28216944,STAND
RPLB,SE4R,14.79564167,120.28190000,STAND
RPLB,SE5,14.79551389,120.28208056,STAND
RPLB,SE6L,14.79546944,120.28188056,STAND
RPLB,SE6R,14.79580278,120.28126667,STAND
RPLB,SE7,14.79554167,120.28144722,STAND
RPLB,SW1,14.79125833,120.26994167,STAND
RPLB,SW10,14.78879722,120.26768611,STAND
RPLB,SW11,14.79018611,120.26663889,STAND
RPLB,SW12,14.78963333,120.26687500,STAND
RPLB,SW13,14.78913889,120.26708611,STAND
RPLB,SW14,14.78864167,120.26730000,STAND
RPLB,SW15,14.78948611,120.26490833,STAND
RPLB,SW16,14.78896389,120.26521667,STAND
RPLB,SW17,14.78846667,120.26542778,STAND
RPLB,SW18,14.78796944,120.26563889,STAND
RPLB,SW2,14.79105278,120.26943056,STAND
RPLB,SW3,14.79106944,120.26882500,STAND
RPLB,SW4,14.79051667,120.26906111,STAND
RPLB,SW5,14.79001389,120.26927222,STAND
RPLB,SW6,14.78952500,120.26948333,STAND
RPLB,SW7,14.79034167,120.26702500,STAND
RPLB,SW8,14.78978889,120.26726111,STAND
RPLB,SW9,14.78929444,120.26747222,STAND
RPLB,SWA,14.79201944,120.27036944,STAND
RPLB,SWB,14.79212778,120.27062500,STAND
RPLB,SWC,14.79221944,120.27084444,STAND
RPLB,SWD,14.79230833,120.27108611,STAND
RPLC,1,15.18863611,120.55066389,STAND
RPLC,10,15.18370278,120.54867500,STAND
RPLC,11,15.18314722,120.54845833,STAND
RPLC,12,15.18265000,120.54826111,STAND
RPLC,13,15.18214722,120.54806111,STAND
RPLC,14,15.18170556,120.54788611,STAND
RPLC,15,15.18132500,120.54773611,STAND
RPLC,16,15.18094444,120.54758333,STAND
RPLC,17,15.18056389,120.54743333,STAND
RPLC,18,15.18018056,120.54728333,STAND
RPLC,19,15.17979722,120.54713056,STAND
RPLC,2,15.18827778,120.55052222,STAND
RPLC,20,15.18377500,120.55118889,STAND
RPLC,201,15.19555556,120.56003056,STAND
RPLC,201A,15.19557222,120.56010833,STAND
RPLC,201B,15.19558333,120.56008333,STAND
RPLC,202,15.19518611,120.55996667,STAND
RPLC,202A,15.19520556,120.56004444,STAND
RPLC,202B,15.19521667,120.56001944,STAND
RPLC,203,15.19485278,120.55981667,STAND
RPLC,203A,15.19486944,120.55989444,STAND
RPLC,203B,15.19488056,120.55986944,STAND
RPLC,204,15.19449444,120.55967500,STAND
RPLC,204A,15.19451389,120.55975278,STAND
RPLC,204B,15.19452500,120.55972778,STAND
RPLC,205,15.19415556,120.55953889,STAND
RPLC,205A,15.19417500,120.55961667,STAND
RPLC,205B,15.19418333,120.55959167,STAND
RPLC,206,15.19381389,120.55940556,STAND
RPLC,206A,15.19383333,120.55948333,STAND
RPLC,206B,15.19384167,120.55945833,STAND
RPLC,207,15.19347222,120.55926944,STAND
RPLC,207A,15.19349167,120.55934722,STAND
RPLC,207B,15.19350000,120.55932222,STAND
RPLC,208,15.19313056,120.55913333,STAND
RPLC,208A,15.19315000,120.55921111,STAND
RPLC,208B,15.19315833,120.55918611,STAND
RPLC,209,15.19610278,120.56058611,STAND
RPLC,209A,15.19604167,120.56063611,STAND
RPLC,209B,15.19606944,120.56063611,STAND
RPLC,21,15.18313611,120.55093889,STAND
RPLC,210,15.19684444,120.56086111,STAND
RPLC,210A,15.19691667,120.56088889,STAND
RPLC,210B,15.19690278,120.56086667,STAND
RPLC,211,15.19596667,120.56105833,STAND
RPLC,211A,15.19589167,120.56107778,STAND
RPLC,211B,15.19591667,120.56108889,STAND
RPLC,212,15.19660278,120.56137222,STAND
RPLC,212A,15.19667778,120.56135278,STAND
RPLC,212B,15.19665556,120.56134167,STAND
RPLC,213,15.19575556,120.56152222,STAND
RPLC,213A,15.19560556,120.56151389,STAND
RPLC,213B,15.19563056,120.56152222,STAND
RPLC,213C,15.19565556,120.56153333,STAND
RPLC,213D,15.19567500,120.56154167,STAND
RPLC,213E,15.19570556,120.56155278,STAND
RPLC,214,15.19644444,120.56185833,STAND
RPLC,214A,15.19659444,120.56186667,STAND
RPLC,214B,15.19656944,120.56185833,STAND
RPLC,214C,15.19654444,120.56184722,STAND
RPLC,214D,15.19652222,120.56183889,STAND
RPLC,214E,15.19649444,120.56182778,STAND
RPLC,215,15.19549444,120.56218333,STAND
RPLC,215A,15.19536944,120.56218333,STAND
RPLC,215B,15.19539444,120.56219444,STAND
RPLC,215C,15.19541667,120.56220278,STAND
RPLC,215D,15.19544444,120.56221389,STAND
RPLC,215L,15.19536389,120.56194722,STAND
RPLC,215LA,15.19528611,120.56196667,STAND
RPLC,215LB,15.19531111,120.56197500,STAND
RPLC,215R,15.19547500,120.56230278,STAND
RPLC,215RA,15.19540556,120.56233611,STAND
RPLC,215RB,15.19543333,120.56234167,STAND
RPLC,216,15.19622778,120.56249444,STAND
RPLC,216A,15.19635278,120.56249444,STAND
RPLC,216B,15.19632778,120.56248611,STAND
RPLC,216C,15.19630556,120.56247778,STAND
RPLC,216D,15.19627778,120.56246667,STAND
RPLC,216L,15.19639722,120.56280000,STAND
RPLC,216LA,15.19647500,120.56278056,STAND
RPLC,216LB,15.19645000,120.56276944,STAND
RPLC,216R,15.19625833,120.56240000,STAND
RPLC,216RA,15.19632778,120.56236944,STAND
RPLC,216RB,15.19630278,120.56236389,STAND
RPLC,217,15.19746389,120.56075833,STAND
RPLC,217A,15.19748333,120.56083611,STAND
RPLC,217B,15.19749167,120.56081111,STAND
RPLC,218,15.19777500,120.56097222,STAND
RPLC,218A,15.19779444,120.56105000,STAND
RPLC,218B,15.19780833,120.56102500,STAND
RPLC,219,15.19811111,120.56112500,STAND
RPLC,219A,15.19813056,120.56120278,STAND
RPLC,219B,15.19813889,120.56117778,STAND
RPLC,22,15.18278889,120.55080000,STAND
RPLC,220,15.19845833,120.56124444,STAND
RPLC,220A,15.19847778,120.56131944,STAND
RPLC,220B,15.19848611,120.56129722,STAND
RPLC,221,15.19880000,120.56137778,STAND
RPLC,221A,15.19881944,120.56145556,STAND
RPLC,221B,15.19882778,120.56143056,STAND
RPLC,222,15.19914167,120.56151389,STAND
RPLC,222A,15.19916111,120.56159167,STAND
RPLC,222B,15.19916944,120.56156667,STAND
RPLC,223,15.19948333,120.56164722,STAND
RPLC,223A,15.19950278,120.56172500,STAND
RPLC,223B,15.19951111,120.56170278,STAND
RPLC,23,15.18243611,120.55066111,STAND
RPLC,24,15.18186389,120.55043611,STAND
RPLC,25,15.18122778,120.55018333,STAND
RPLC,250,15.19368056,120.56158056,STAND
RPLC,250A,15.19369167,120.56142778,STAND
RPLC,250B,15.19367222,120.56147778,STAND
RPLC,250C,15.19365278,120.56152778,STAND
RPLC,250L,15.19390556,120.56150833,STAND
RPLC,250LA,15.19388611,120.56143056,STAND
RPLC,250LB,15.19387500,120.56145556,STAND
RPLC,250R,15.19356389,120.56137222,STAND
RPLC,250RA,15.19354444,120.56129444,STAND
RPLC,250RB,15.19353333,120.56132222,STAND
RPLC,251,15.19300000,120.56131111,STAND
RPLC,251A,15.19300833,120.56115556,STAND
RPLC,251B,15.19298889,120.56120833,STAND
RPLC,251C,15.19296944,120.56125833,STAND
RPLC,251L,15.19321111,120.56122778,STAND
RPLC,251LA,15.19320278,120.56116111,STAND
RPLC,251LB,15.19319444,120.56118611,STAND
RPLC,251R,15.19288056,120.56110278,STAND
RPLC,251RA,15.19286111,120.56102500,STAND
RPLC,251RB,15.19285000,120.56105278,STAND
RPLC,252,15.19252222,120.56101111,STAND
RPLC,252A,15.19250278,120.56093333,STAND
RPLC,252B,15.19249167,120.56096111,STAND
RPLC,26,15.18071667,120.54988333,STAND
RPLC,27,15.18007500,120.54977778,STAND
RPLC,28,15.18391111,120.55177222,STAND
RPLC,29,15.18329444,120.55152778,STAND
RPLC,2A,15.18813333,120.55060556,STAND
RPLC,2B,15.18817222,120.55050278,STAND
RPLC,2C,15.18817778,120.55049167,STAND
RPLC,2D,15.18818611,120.55046389,STAND
RPLC,3,15.18792222,120.55038056,STAND
RPLC,30,15.18263889,120.55126944,STAND
RPLC,31,15.18200833,120.55101944,STAND
RPLC,32,15.18168889,120.55089444,STAND
RPLC,33,15.18136389,120.55076389,STAND
RPLC,34,15.18070278,120.55043333,STAND
RPLC,35,15.18994722,120.55500000,STAND
RPLC,36,15.18930000,120.55474444,STAND
RPLC,37,15.18865556,120.55448889,STAND
RPLC,38,15.18832222,120.55435833,STAND
RPLC,39,15.18800556,120.55423333,STAND
RPLC,4,15.18756389,120.55023889,STAND
RPLC,40,15.18737778,120.55398611,STAND
RPLC,41,15.18529444,120.55322500,STAND
RPLC,42,15.18482778,120.55298056,STAND
RPLC,43,15.18357778,120.55248611,STAND
RPLC,44,15.18321389,120.55234167,STAND
RPLC,45,15.18285278,120.55219722,STAND
RPLC,46,15.18220278,120.55194167,STAND
RPLC,47,15.18156389,120.55168611,STAND
RPLC,48,15.17915278,120.55071944,STAND
RPLC,49,15.19008333,120.55558056,STAND
RPLC,4A,15.18746667,120.55018611,STAND
RPLC,4B,15.18746944,120.55018056,STAND
RPLC,4C,15.18747222,120.55017500,STAND
RPLC,4D,15.18749444,120.55011667,STAND
RPLC,5,15.18720278,120.55009722,STAND
RPLC,50,15.18944722,120.55533056,STAND
RPLC,51,15.18879722,120.55507500,STAND
RPLC,52,15.18814444,120.55481667,STAND
RPLC,53,15.18752222,120.55457222,STAND
RPLC,54,15.18558056,120.55380833,STAND
RPLC,55,15.18498333,120.55357222,STAND
RPLC,56,15.18305278,120.55280556,STAND
RPLC,57,15.18239722,120.55254444,STAND
RPLC,58,15.18173333,120.55228333,STAND
RPLC,6,15.18681944,120.54995833,STAND
RPLC,7,15.18802778,120.55229444,STAND
RPLC,7A,15.18766944,120.55215000,STAND
RPLC,8,15.18713611,120.55193889,STAND
RPLC,8A,15.18659722,120.55172500,STAND
RPLC,9,15.18623889,120.55158333,STAND
RPLL,1,14.50580000,121.00515278,STAND
RPLL,10,14.50384722,121.00458611,STAND
RPLL,101,14.51772222,121.01566667,STAND
RPLL,102,14.51730556,121.01603056,STAND
RPLL,103,14.51730556,121.01633333,STAND
RPLL,104,14.51693889,121.01651667,STAND
RPLL,105,14.51653611,121.01683889,STAND
RPLL,106,14.51650000,121.01716667,STAND
RPLL,107,14.51586111,121.01628889,STAND
RPLL,108,14.51631667,121.01580833,STAND
RPLL,109,14.51678056,121.01533333,STAND
RPLL,11,14.50361111,121.00427778,STAND
RPLL,110,14.51725000,121.01486111,STAND
RPLL,111,14.51770278,121.01438889,STAND
RPLL,112,14.51822222,121.01386111,STAND
RPLL,113,14.51867222,121.01337500,STAND
RPLL,114,14.51913889,121.01289722,STAND
RPLL,115,14.51961111,121.01241944,STAND
RPLL,116,14.52005833,121.01194167,STAND
RPLL,117,14.52069444,121.01153333,STAND
RPLL,118,14.52114444,121.01106111,STAND
RPLL,119,14.52161111,121.01058333,STAND
RPLL,12,14.50385000,121.00391389,STAND
RPLL,120,14.52208333,121.01011111,STAND
RPLL,121,14.52246389,121.00955556,STAND
RPLL,122,14.52262778,121.00885000,STAND
RPLL,122A,14.52294722,121.00917222,STAND
RPLL,122B,14.52268611,121.00864444,STAND
RPLL,123,14.52287222,121.00856667,STAND
RPLL,123A,14.52317222,121.00886389,STAND
RPLL,123B,14.52295000,121.00837500,STAND
RPLL,124,14.52311944,121.00828056,STAND
RPLL,124A,14.52335833,121.00851944,STAND
RPLL,124B,14.52320556,121.00808333,STAND
RPLL,125,14.52339444,121.00799444,STAND
RPLL,125A,14.52363333,121.00823611,STAND
RPLL,125B,14.52347222,121.00780556,STAND
RPLL,126,14.52365278,121.00772222,STAND
RPLL,126A,14.52389167,121.00796389,STAND
RPLL,126B,14.52373333,121.00753333,STAND
RPLL,127,14.52382778,121.00736389,STAND
RPLL,127A,14.52415278,121.00769444,STAND
RPLL,127B,14.52395833,121.00723056,STAND
RPLL,128,14.52408889,121.00709444,STAND
RPLL,128A,14.52441389,121.00742222,STAND
RPLL,128B,14.52421944,121.00695833,STAND
RPLL,129,14.52435000,121.00682222,STAND
RPLL,129A,14.52467222,121.00715556,STAND
RPLL,129B,14.52447500,121.00669167,STAND
RPLL,130,14.52460278,121.00655833,STAND
RPLL,130A,14.52492500,121.00688056,STAND
RPLL,130B,14.52473889,121.00640556,STAND
RPLL,131,14.52488333,121.00626667,STAND
RPLL,131A,14.52517778,121.00656111,STAND
RPLL,14,14.50427778,121.00393611,STAND
RPLL,15,14.50460000,121.00430833,STAND
RPLL,16,14.50526944,121.00445278,STAND
RPLL,17,14.50588889,121.00856944,STAND
RPLL,18,14.50637222,121.00931111,STAND
RPLL,18A,14.50608889,121.00893056,STAND
RPLL,18B,14.50628889,121.00929167,STAND
RPLL,18C,14.50648889,121.00965278,STAND
RPLL,19,14.50680833,121.01008889,STAND
RPLL,19A,14.50668889,121.01001667,STAND
RPLL,2,14.50556111,121.00575000,STAND
RPLL,20,14.50466667,121.00189167,STAND
RPLL,21,14.50401389,121.00183333,STAND
RPLL,22,14.50333611,121.00177778,STAND
RPLL,23,14.50270833,121.00170000,STAND
RPLL,24,14.50179167,121.00197778,STAND
RPLL,25,14.50672500,121.01066667,STAND
RPLL,26,14.50690278,121.01098889,STAND
RPLL,27,14.50708333,121.01131389,STAND
RPLL,28,14.50726111,121.01163611,STAND
RPLL,3,14.50577778,121.00643611,STAND
RPLL,30,14.50801389,121.01192500,STAND
RPLL,32,14.50825556,121.01234444,STAND
RPLL,33,14.50831389,121.01272778,STAND
RPLL,34,14.50859444,121.01297778,STAND
RPLL,35,14.50871944,121.01333889,STAND
RPLL,36,14.50893333,121.01364444,STAND
RPLL,38,14.50921667,121.01406667,STAND
RPLL,39,14.50953333,121.01449444,STAND
RPLL,4,14.50557222,121.00678889,STAND
RPLL,40,14.50966944,121.01509722,STAND
RPLL,42,14.50977500,121.01428056,STAND
RPLL,43,14.51008056,121.01403889,STAND
RPLL,44,14.51030000,121.01376944,STAND
RPLL,45,14.51052500,121.01351111,STAND
RPLL,47,14.51086111,121.01307500,STAND
RPLL,48,14.51106944,121.01296944,STAND
RPLL,49,14.51140278,121.01260278,STAND
RPLL,5,14.50511111,121.00686111,STAND
RPLL,54A,14.51311389,121.01093056,STAND
RPLL,54B,14.51342222,121.01126667,STAND
RPLL,55A,14.51337222,121.01066667,STAND
RPLL,55B,14.51367778,121.01100278,STAND
RPLL,56A,14.51363889,121.01040000,STAND
RPLL,56B,14.51393333,121.01074167,STAND
RPLL,57A,14.51388889,121.01013889,STAND
RPLL,57B,14.51419444,121.01047500,STAND
RPLL,58A,14.51414722,121.00987500,STAND
RPLL,58B,14.51445278,121.01021111,STAND
RPLL,59A,14.51440556,121.00961111,STAND
RPLL,59B,14.51471111,121.00994722,STAND
RPLL,6,14.50491667,121.00655278,STAND
RPLL,60A,14.51466667,121.00934722,STAND
RPLL,60B,14.51496944,121.00968056,STAND
RPLL,61A,14.51492222,121.00908333,STAND
RPLL,61B,14.51522778,121.00941944,STAND
RPLL,7,14.50498056,121.00593611,STAND
RPLL,71,14.52306944,121.00215833,STAND
RPLL,72,14.52343611,121.00214722,STAND
RPLL,73,14.52380278,121.00213333,STAND
RPLL,74,14.52424444,121.00209722,STAND
RPLL,75,14.52460556,121.00202778,STAND
RPLL,76,14.52496944,121.00189167,STAND
