"ident","type","name","latitude_deg","longitude_deg","iso_country"
"MMCZ","large_airport","Cozumel International","20.514922","-86.928538","MX"
"MMDO","medium_airport","General Guadalupe Victoria International","24.125468","-104.527938","MX"
"MMEP","medium_airport","Amado Nervo National","21.419833","-104.842472","MX"
"MMES","medium_airport","Ensenada International / El Ciprés Air Base","31.794516","-116.602384","MX"
"MMGL","large_airport","Guadalajara International","20.523342","-103.310108","MX"
"MMGM","medium_airport","General José María Yáñez International","27.96899986","-110.9250031","MX"
"MMHO","large_airport","General Ignacio L. Pesqueira International","29.092811","-111.053015","MX"
"MMIA","medium_airport","Licenciado Miguel de la Madrid International","19.277","-103.577002","MX"
"MMIO","medium_airport","Plan de Guadalupe International","25.53786","-100.928346","MX"
"MMIT","medium_airport","General Antonio Cárdenas Rodríguez National / Ixtepec Air Base","16.445961","-95.093708","MX"
"MMJA","medium_airport","El Lencero","19.475107","-96.797008","MX"
"MMLC","medium_airport","Lázaro Cárdenas","18.001672","-102.220316","MX"
"MMLM","medium_airport","Valle del Fuerte International","25.685503","-109.081159","MX"
"MMLO","large_airport","Guanajuato International","20.992695","-101.480284","MX"
"MMLP","medium_airport","Manuel Márquez de León International","24.072331","-110.362662","MX"
"MMLT","large_airport","Loreto International","25.989549","-111.348408","MX"
"MMMA","medium_airport","General Servando Canales International","25.76989937","-97.52529907","MX"
"MMMD","large_airport","Manuel Crescencio Rejón International","20.930485","-89.645462","MX"
"MMML","medium_airport","General Rodolfo Sánchez Taboada International","32.630629","-115.242805","MX"
"MMMM","large_airport","General Francisco J. Mujica International","19.849899","-101.025002","MX"
"MMMT","medium_airport","Minatitlán/Coatzacoalcos International","18.103399","-94.580704","MX"
"MMMV","medium_airport","Monclova International","26.9557","-101.470001","MX"
"MMMX","large_airport","Mexico City Benito Juárez International","19.435822","-99.07033","MX"
"MMMY","large_airport","Monterrey International","25.778521","-100.106989","MX"
"MMMZ","large_airport","General Rafael Buelna International","23.162823","-106.264517","MX"
"MMNG","medium_airport","Nogales International","31.225756","-110.976934","MX"
"MMNL","medium_airport","Quetzalcóatl International","27.443899","-99.570503","MX"
"MMOX","large_airport","Xoxocotlán International","16.998773","-96.726092","MX"
"MMPA","medium_airport","El Tajín National","20.60269928","-97.46080017","MX"
"MMPB","large_airport","Hermanos Serdán International","19.158465","-98.371582","MX"
"MMPG","medium_airport","Piedras Negras International","28.627873","-100.53524","MX"
"MMPN","medium_airport","Uruapan - Licenciado y General Ignacio Lopez Rayon International","19.3967","-102.039001","MX"
"MMPR","large_airport","Puerto Vallarta International","20.679913","-105.254391","MX"
"MMPS","medium_airport","Puerto Escondido International","15.876808","-97.0891","MX"
"MMQT","large_airport","Querétaro Intercontinental","20.618779","-100.186449","MX"
"MMRX","medium_airport","General Lucio Blanco International","26.0089","-98.2285","MX"
"MMSD","large_airport","Los Cabos International","23.151919","-109.720731","MX"
"MMSL","medium_airport","Cabo San Lucas International","22.949072","-109.939479","MX"
"MMSM","large_airport","Felipe Ángeles International","19.743824","-99.01507","MX"
"MMSP","medium_airport","Ponciano Arriaga International","22.262026","-100.935692","MX"
"MMTB","medium_airport","Terán Air Base","16.739901","-93.173301","MX"
"MMTC","medium_airport","Francisco Sarabia Tinoco International","25.562265","-103.404608","MX"
"MMTG","medium_airport","Angel Albino Corzo International","16.561611","-93.025731","MX"
"MMTJ","large_airport","General Abelardo L. Rodriguez International","32.541043","-116.969976","MX"
"MMTL","large_airport","Felipe Carrillo Puerto International Tulum","20.172098","-87.660272","MX"
"MMTM","medium_airport","General Francisco Javier Mina International","22.292622","-97.867058","MX"
"MMTO","large_airport","Adolfo López Mateos International","19.3369","-99.56583","MX"
"MMTP","medium_airport","Tapachula International","14.794549","-92.369871","MX"
"MMUN","large_airport","Cancún International","21.040817","-86.87347","MX"
"MMVA","large_airport","Carlos Rovirosa Pérez International","17.994283","-92.818199","MX"
"MMVR","large_airport","General Heriberto Jara International","19.139589","-96.188602","MX"
"MMZC","medium_airport","General Leobardo C. Ruiz International","22.894942","-102.687154","MX"
"MMZH","large_airport","Ixtapa-Zihuatanejo International","17.601771","-101.460629","MX"
"MMZO","medium_airport","Playa de Oro International","19.1448","-104.558998","MX"
"MNBL","medium_airport","Bluefields","11.991","-83.774101","NI"
"MNMG","large_airport","Augusto C. Sandino (Managua) International","12.1415","-86.168198","NI"
"MNPC","medium_airport","Puerto Cabezas","14.0472002","-83.38670349","NI"
"MPBO","medium_airport","Bocas del Toro ""Isla Colón"" International","9.34085","-82.250801","PA"
"MPCE","medium_airport","Alonso Valderrama","7.98784","-80.409837","PA"
"MPCH","medium_airport","Changuinola Captain Manuel Niño International","9.458962","-82.515062","PA"
"MPDA","medium_airport","Enrique Malek International","8.388983","-82.436425","PA"
"MPEJ","medium_airport","Enrique Adolfo Jimenez","9.35664","-79.867401","PA"
"MPMG","medium_airport","Marcos A. Gelabert International","8.97334","-79.555603","PA"
"MPSA","medium_airport","Ruben Cantu","8.085599899","-80.94529724","PA"
"MPTO","large_airport","Tocumen International","9.07136","-79.383499","PA"
"MRAN","medium_airport","La Fortuna Arenal","10.469311","-84.579073","CR"
"MRAO","medium_airport","Aerotortuguero","10.42","-83.6095","CR"
"MRBA","medium_airport","Buenos Aires","9.163949","-83.330171","CR"
"MRBC","medium_airport","Barra del Colorado","10.7687","-83.585602","CR"
"MRCC","medium_airport","Coto 47","8.60156","-82.968754","CR"
"MRGF","medium_airport","Golfito","8.65401","-83.182198","CR"
"MRGP","medium_airport","Guapiles","10.21720028","-83.79699707","CR"
"MRLB","large_airport","Daniel Oduber Quirós International","10.5933","-85.544403","CR"
"MRLC","medium_airport","Los Chiles","11.0353","-84.7061","CR"
"MRLM","medium_airport","Limón International","9.95796","-83.022003","CR"
"MRNS","medium_airport","Nosara","9.976490021","-85.65299988","CR"
"MROC","large_airport","Juan Santamaría International","9.99386","-84.208801","CR"
"MRPJ","medium_airport","Puerto Jimenez","8.533329964","-83.30000305","CR"
"MRPM","medium_airport","Palmar Sur","8.95103","-83.468597","CR"
"MRPV","medium_airport","Tobías Bolaños International","9.95705","-84.139801","CR"
"MRQP","medium_airport","Quepos Managua","9.44316","-84.129799","CR"
"MRUP","medium_airport","Upala","10.8922","-85.016197","CR"
"MSLP","large_airport","El Salvador International Saint Óscar Arnulfo Romero y Galdámez","13.44447","-89.055784","SV"
"MSSS","medium_airport","Ilopango International","13.6995","-89.119904","SV"
"MTCA","medium_airport","Antoine-Simon International","18.271099","-73.7883","HT"
"MTCH","large_airport","Cap Haitien International","19.725547","-72.20071","HT"
"MTJA","medium_airport","Jacmel","18.2411","-72.518501","HT"
"MTJE","medium_airport","Jérémie","18.663099","-74.170303","HT"
"MTPP","large_airport","Toussaint Louverture International","18.580023","-72.292596","HT"
"MTPX","medium_airport","Port-de-Paix","19.934045","-72.84801","HT"
"MUBA","medium_airport","Gustavo Rizo","20.36529922","-74.5062027","CU"
"MUBY","medium_airport","Carlos Manuel de Cespedes","20.3964","-76.621399","CU"
"MUCA","medium_airport","Máximo Gómez","22.0271","-78.789597","CU"
"MUCC","medium_airport","Jardines Del Rey","22.46100044","-78.32839966","CU"
"MUCF","medium_airport","Jaime Gonzalez","22.14999962","-80.41419983","CU"
"MUCL","medium_airport","Vilo Acuña International","21.61650085","-81.54599762","CU"
"MUCM","large_airport","Ignacio Agramonte International","21.419909","-77.848039","CU"
"MUCU","large_airport","Antonio Maceo International","19.97474","-75.835504","CU"
"MUGM","medium_airport","Leeward Point Field","19.9065","-75.2071","CU"
"MUGT","medium_airport","Mariana Grajales","20.0853","-75.158302","CU"
"MUHA","large_airport","José Martí International","22.98920059","-82.40910339","CU"
"MUHG","large_airport","Frank Pais International","20.785148","-76.315526","CU"
"MUKW","medium_airport","Kawama","23.124001","-81.301598","CU"
"MUMO","medium_airport","Orestes Acosta","20.65390015","-74.92220306","CU"
"MUMZ","medium_airport","Sierra Maestra International","20.288605","-77.087545","CU"
"MUNB","medium_airport","San Nicolás de Bari","22.756514","-81.920743","CU"
"MUNG","medium_airport","Rafael Cabrera","21.83469963","-82.78379822","CU"
"MUPB","medium_airport","Playa Baracoa","23.032801","-82.579399","CU"
"MUSC","large_airport","Abel Santamaria International","22.492215","-79.943119","CU"
"MUSJ","medium_airport","San Julián Air Base","22.100525","-84.157376","CU"
"MUSN","medium_airport","Siguanea","21.6425","-82.955101","CU"
"MUTD","medium_airport","Alberto Delgado","21.7883","-79.9972","CU"
"MUVR","large_airport","Juan Gualberto Gomez International","23.034401","-81.435303","CU"
"MUVT","medium_airport","Hermanos Ameijeiras","20.9876","-76.935799","CU"
"MWCB","medium_airport","Charles Kirkconnell International","19.687","-79.882797","KY"
"MWCL","medium_airport","Edward Bodden Little Cayman Airfield","19.660161","-80.088826","KY"
"MWCR","large_airport","Owen Roberts International","19.292801","-81.357697","KY"
"MYAB","medium_airport","Clarence A. Bain","24.287701","-77.684601","BS"
"MYAF","medium_airport","Andros Town","24.697901","-77.795601","BS"
"MYAK","medium_airport","Congo Town","24.158701","-77.589798","BS"
"MYAM","medium_airport","Leonard M. Thompson International","26.510711","-77.084262","BS"
"MYAN","medium_airport","San Andros","25.05380058","-78.0490036","BS"
"MYAP","medium_airport","Spring Point","22.441799","-73.970901","BS"
"MYAT","medium_airport","Treasure Cay","26.74530029","-77.39129639","BS"
"MYBC","medium_airport","Chub Cay","25.417101","-77.880898","BS"
"MYBG","medium_airport","Great Harbour Cay","25.7383","-77.840103","BS"
"MYBS","medium_airport","South Bimini","25.69989967","-79.26470184","BS"
"MYCA","medium_airport","Arthur's Town","24.6294","-75.673797","BS"
"MYCB","medium_airport","New Bight","24.3153","-75.452301","BS"
"MYCI","medium_airport","Colonel Hill","22.7456","-74.182404","BS"
"MYEF","medium_airport","Exuma International","23.562599","-75.877998","BS"
"MYEH","medium_airport","North Eleuthera","25.475823","-76.680784","BS"
"MYEM","medium_airport","Governor's Harbour","25.2847","-76.331001","BS"
"MYEN","medium_airport","Normans Cay","24.594299","-76.820198","BS"
"MYER","medium_airport","Rock Sound International","24.89165","-76.177602","BS"
"MYES","medium_airport","Staniel Cay","24.1691","-76.439102","BS"
"MYGF","large_airport","Grand Bahama International","26.557996","-78.695583","BS"
"MYIG","medium_airport","Inagua","20.975","-73.666901","BS"
"MYLD","medium_airport","Deadman's Cay","23.17900085","-75.09359741","BS"
"MYLR","medium_airport","Hard Bargain","23.009934","-74.904851","BS"
"MYLS","medium_airport","Stella Maris","23.582317","-75.268621","BS"
"MYMM","medium_airport","Mayaguana","22.379499","-73.013494","BS"
"MYNN","large_airport","Lynden Pindling International","25.039","-77.466202","BS"
"MYRD","medium_airport","Duncan Town","22.181801","-75.7295","BS"
"MYSM","large_airport","San Salvador International","24.063041","-74.523233","BS"
"MZBZ","large_airport","Philip S. W. Goldson International","17.539951","-88.303556","BZ"
"MZPL","medium_airport","Placencia","16.536957","-88.361511","BZ"
"NCRG","large_airport","Rarotonga International","-21.2027","-159.806","CK"
"NFFN","large_airport","Nadi International","-17.761822","177.437843","FJ"
"NFNA","large_airport","Nausori International","-18.044226","178.561486","FJ"
"NFNL","medium_airport","Labasa","-16.4667","179.339996","FJ"
"NFTF","large_airport","Fua'amotu International","-21.241438","-175.149164","TO"
"NFTL","medium_airport","Lifuka Island","-19.77700043","-174.3410034","TO"
"NFTV","large_airport","Vava'u International","-18.5853","-173.962006","TO"
"NGFU","medium_airport","Funafuti International","-8.523885","179.196976","TV"
"NGTA","large_airport","Bonriki International","1.38164","173.147003","KI"
"NGTE","medium_airport","Tabiteuea North","-1.22447","174.776001","KI"
"NIUE","medium_airport","Niue International","-19.080109","-169.923493","NU"
"NLWW","large_airport","Hihifo","-13.239445","-176.19865","WF"
"NSFA","large_airport","Faleolo International","-13.83","-172.007996","WS"
"NSTU","large_airport","Pago Pago International","-14.331","-170.710007","AS"
"NTAA","large_airport","Tahiti Fa'a'ā International","-17.553472","-149.606936","PF"
"NTAR","medium_airport","Rurutu","-22.4340992","-151.3609924","PF"
"NTAT","medium_airport","Tubuai","-23.36540031","-149.5240021","PF"
"NTGA","medium_airport","Anaa","-17.3526","-145.509995","PF"
"NTGB","medium_airport","Fangatau","-15.820044","-140.888071","PF"
"NTGC","medium_airport","Tikehau","-15.1196","-148.231003","PF"
"NTGE","medium_airport","Reao","-18.46652","-136.43855","PF"
"NTGF","medium_airport","Fakarava","-16.05410004","-145.6569977","PF"
"NTGI","medium_airport","Manihi","-14.4368","-146.0700073","PF"
"NTGJ","medium_airport","Totegegie","-23.07990074","-134.8899994","PF"
"NTGK","medium_airport","Kaukura","-15.6633","-146.884995","PF"
"NTGM","medium_airport","Makemo","-16.5839","-143.658005","PF"
"NTGT","medium_airport","Takapoto","-14.70950031","-145.2460022","PF"
"NTGU","medium_airport","Arutua","-15.2482996","-146.6170044","PF"
"NTGV","medium_airport","Mataiva","-14.86810017","-148.7169952","PF"
"NTHE","medium_airport","Ahe","-14.42809963","-146.2570038","PF"
"NTKR","medium_airport","Takaroa","-14.45580006","-145.0249939","PF"
"NTMD","medium_airport","Nuku Hiva","-8.7956","-140.229004","PF"
"NTMN","medium_airport","Hiva Oa-Atuona","-9.768790245","-139.0110016","PF"
"NTTB","medium_airport","Bora Bora","-16.44440079","-151.7510071","PF"
"NTTG","medium_airport","Rangiroa","-14.95429993","-147.6609955","PF"
"NTTH","medium_airport","Huahine-Fare","-16.687084","-151.021593","PF"
"NTTM","medium_airport","Moorea Temae","-17.48979","-149.761777","PF"
"NTTO","medium_airport","Hao","-18.0748","-140.945999","PF"
"NTTP","medium_airport","Maupiti","-16.42650032","-152.2440033","PF"
"NTTR","medium_airport","Raiatea","-16.7229","-151.466003","PF"
"NVSQ","medium_airport","Gaua Island","-14.2181","167.587006","VU"
"NVSS","medium_airport","Santo Pekoa International","-15.50500011","167.2200012","VU"
"NVVV","large_airport","Bauerfield International","-17.699301","168.320007","VU"
"NVVW","medium_airport","Whitegrass","-19.455099","169.223999","VU"
"NWWA","medium_airport","Tiga","-21.096407","167.80379","NC"
"NWWD","medium_airport","Koné","-21.053551","164.838768","NC"
"NWWE","medium_airport","Île des Pins","-22.5889","167.455994","NC"
"NWWL","medium_airport","Lifou","-20.774563","167.239328","NC"
"NWWM","medium_airport","Nouméa Magenta","-22.257706","166.472822","NC"
"NWWR","medium_airport","Maré","-21.482438","168.038465","NC"
"NWWU","medium_airport","Touho","-20.790127","165.259524","NC"
"NWWV","medium_airport","Ouvéa","-20.640932","166.573024","NC"
"NWWW","large_airport","La Tontouta International","-22.014601","166.212997","NC"
"NZAA","large_airport","Auckland International","-37.01199","174.786331","NZ"
"NZAP","medium_airport","Taupo","-38.73970032","176.0839996","NZ"
"NZAR","medium_airport","Ardmore","-37.02970123","174.9730072","NZ"
"NZCH","large_airport","Christchurch International","-43.489029","172.532065","NZ"
"NZCI","medium_airport","Inia William Tuuta Memorial","-43.81189","-176.46514","NZ"
"NZDN","medium_airport","Dunedin International","-45.929017","170.197758","NZ"
"NZGS","medium_airport","Gisborne","-38.6633","177.977997","NZ"
"NZGT","medium_airport","Glentanner","-43.90670013","170.128006","NZ"
"NZHK","medium_airport","Hokitika Airfield","-42.71360016","170.9850006","NZ"
"NZHN","medium_airport","Hamilton International","-37.866961","175.331952","NZ"
"NZKK","medium_airport","Kerikeri","-35.259148","173.913317","NZ"
"NZKT","medium_airport","Kaitaia","-35.069837","173.287053","NZ"
"NZLX","medium_airport","Alexandra Aerodrome","-45.210495","169.371113","NZ"
"NZMC","medium_airport","Mount Cook","-43.764999","170.132996","NZ"
"NZMO","medium_airport","Manapouri","-45.5331","167.649994","NZ"
"NZMS","medium_airport","Hood","-40.974634","175.63454","NZ"
"NZNP","medium_airport","New Plymouth","-39.00859833","174.1790009","NZ"
"NZNR","medium_airport","Hawke's Bay","-39.465801","176.869995","NZ"
"NZNS","medium_airport","Nelson","-41.298302","173.220993","NZ"
"NZNV","medium_airport","Invercargill","-46.41239929","168.3130035","NZ"
"NZOH","medium_airport","RNZAF Base Ohakea","-40.20600128","175.3880005","NZ"
"NZOU","medium_airport","Oamaru","-44.970001","171.082001","NZ"
"NZPM","medium_airport","Palmerston North","-40.320599","175.617004","NZ"
"NZPP","medium_airport","Paraparaumu","-40.90470123","174.9889984","NZ"
"NZQN","large_airport","Queenstown","-45.019205","168.746379","NZ"
"NZRO","medium_airport","Rotorua Regional","-38.1092","176.317001","NZ"
"NZSP","medium_airport","Amundsen–Scott South Pole Station","-90","-1","AQ"
"NZTG","medium_airport","Tauranga","-37.6719017","176.1959991","NZ"
"NZTU","medium_airport","Timaru","-44.30279922","171.2250061","NZ"
"NZUK","medium_airport","Pukaki","-44.23500061","170.1179962","NZ"
"NZWB","medium_airport","Woodbourne","-41.5182991","173.8699951","NZ"
"NZWD","medium_airport","Williams Field Skiway","-77.867401","167.057007","AQ"
"NZWF","medium_airport","Wanaka","-44.722091","169.246287","NZ"
"NZWK","medium_airport","Whakatāne","-37.922224","176.91696","NZ"
"NZWN","large_airport","Wellington International","-41.326839","174.806862","NZ"
"NZWO","medium_airport","Wairoa","-39.011862","177.404401","NZ"
"NZWP","medium_airport","RNZAF Base Auckland-Whenuapai","-36.7878","174.630005","NZ"
"NZWR","medium_airport","Whangarei","-35.769253","174.363713","NZ"
"NZWS","medium_airport","Westport","-41.737111","171.579033","NZ"
"NZWU","medium_airport","Wanganui","-39.963467","175.02444","NZ"
"OAHR","large_airport","Herat - Khwaja Abdullah Ansari International","34.209999","62.228298","AF"
"OAIX","medium_airport","Bagram Airfield","34.946098","69.264999","AF"
"OAJL","medium_airport","Jalalabad","34.399799","70.498596","AF"
"OAKB","large_airport","Kabul International","34.565899","69.212303","AF"
"OAKN","large_airport","Ahmad Shah Baba International","31.505769","65.847963","AF"
"OAKS","medium_airport","Khost International","33.284605","69.80734","AF"
"OAMN","medium_airport","Maymana Zahiraddin Faryabi","35.930801","64.760902","AF"
"OAMS","large_airport","Mazar-i-Sharif International","36.70412","67.210459","AF"
"OAUZ","medium_airport","Kunduz","36.6651","68.910797","AF"
"OBBI","large_airport","Bahrain International","26.267295","50.63764","BH"
"OBBS","medium_airport","Sheik Isa Air Base","25.9184","50.590599","BH"
"OEAB","large_airport","Abha International","18.2404","42.656601","SA"
"OEAH","large_airport","Al-Ahsa International","25.285299","49.485199","SA"
"OEAO","large_airport","Al-Ula International","26.483634","38.117048","SA"
"OEBA","medium_airport","King Saud Bin Abdulaziz (Al Baha)","20.298506","41.636153","SA"
"OEBH","medium_airport","Bisha","19.9844","42.620899","SA"
"OEDF","large_airport","King Fahd International","26.4691","49.798209","SA"
"OEDM","medium_airport","Dawadmi Domestic","24.4499","44.121201","SA"
"OEDR","large_airport","King Abdulaziz Air Base","26.2654","50.152","SA"
"OEGN","medium_airport","Jizan Regional / King Abdullah bin Abdulaziz","16.9011","42.5858","SA"
"OEGS","large_airport","Prince Naif bin Abdulaziz International","26.302799","43.774399","SA"
"OEGT","medium_airport","Gurayat Domestic","31.412413","37.278898","SA"
"OEHL","large_airport","Hail International","27.437901","41.686298","SA"
"OEJB","medium_airport","Jubail","27.039","49.405102","SA"
"OEJF","medium_airport","King Faisal Naval Base","21.348101","39.173","SA"
"OEJN","large_airport","King Abdulaziz International","21.680241","39.157436","SA"
"OEKK","medium_airport","King Khaled Military City","27.9009","45.528198","SA"
"OEKM","medium_airport","King Khalid Air Base","18.2973","42.803501","SA"
"OEMA","large_airport","Prince Mohammad Bin Abdulaziz","24.5534","39.705101","SA"
"OENG","medium_airport","Najran Domestic","17.611401","44.419201","SA"
"OENN","large_airport","Neom Bay","27.924261","35.29358","SA"
"OEPA","large_airport","Qaisumah–Hafar Al-Batin International","28.335726","46.127108","SA"
"OEPS","medium_airport","Prince Sultan Air Base","24.0627","47.580502","SA"
"OERF","medium_airport","Rafha Domestic","29.62639999","43.49060059","SA"
"OERK","large_airport","King Khalid International","24.9576","46.698799","SA"
"OERM","medium_airport","Ras Mishab","28.079599","48.611","SA"
"OERR","medium_airport","Arar Domestic","30.90660095","41.13819885","SA"
"OERT","medium_airport","Ras Tanura","26.723101","50.0308","SA"
"OESH","medium_airport","Sharurah Domestic","17.4669","47.121399","SA"
"OESK","large_airport","Al-Jawf International","29.783301","40.100905","SA"
"OETB","large_airport","Prince Sultan bin Abdulaziz International","28.3711","36.624865","SA"
"OETF","large_airport","Taif International","21.484739","40.544074","SA"
"OETN","medium_airport","Ras Tanajib","27.8678","48.7691","SA"
"OETR","medium_airport","Turaif Domestic","31.692188","38.731544","SA"
"OEWD","medium_airport","Wadi Al Dawasir Domestic","20.504299","45.1996","SA"
"OEWJ","medium_airport","Al Wajh Domestic","26.198601","36.476398","SA"
"OEYN","large_airport","Prince Abdulmohsen Bin Abdulaziz International","24.144199","38.0634","SA"
"OIAA","large_airport","Abadan Ayatollah Jami International","30.367887","48.230075","IR"
"OIAD","medium_airport","Dezful","32.434399","48.397598","IR"
"OIAG","medium_airport","Aghajari","30.7444","49.6772","IR"
"OIAH","medium_airport","Gachsaran","30.333869","50.833796","IR"
"OIAI","medium_airport","Shahid Asiyaee","32.001719","49.268599","IR"
"OIAM","medium_airport","Mahshahr","30.5562","49.151901","IR"
"OIAW","large_airport","Qasem Soleimani International","31.3364","48.763789","IR"
"OIBA","medium_airport","Abu Musa Island","25.8757","55.033001","IR"
"OIBB","medium_airport","Bushehr","28.94479942","50.83459854","IR"
"OIBJ","medium_airport","Jam","27.820499","52.3522","IR"
"OIBK","large_airport","Kish International","26.525427","53.980462","IR"
"OIBL","medium_airport","Bandar Lengeh International","26.532283","54.82484","IR"
"OIBP","medium_airport","Persian Gulf International","27.379601","52.737701","IR"
"OIBQ","medium_airport","Khark","29.260503","50.322193","IR"
"OIBS","medium_airport","Siri","25.908899","54.539398","IR"
"OIBV","medium_airport","Lavan","26.810742","53.354302","IR"
"OICC","medium_airport","Shahid Ashrafi Esfahani","34.34590149","47.15810013","IR"
"OICI","medium_airport","Ilam","33.58660126","46.40480042","IR"
"OICK","medium_airport","Khoram Abad","33.4353981","48.28290176","IR"
"OICS","medium_airport","Sanandaj","35.2458992","47.00920105","IR"
"OIFK","medium_airport","Kashan","33.895302","51.577","IR"
"OIFM","large_airport","Isfahan Shahid Beheshti International","32.755142","51.883877","IR"
"OIFP","medium_airport","Badr Air Base","32.621101","51.696999","IR"
"OIFS","medium_airport","Shahrekord","32.29719925","50.84220123","IR"
"OIGG","medium_airport","Sardar-e-Jangal","37.323333","49.617778","IR"
"OIHH","medium_airport","Hamadan","34.866416","48.56069","IR"
"OIHS","medium_airport","Nojeh Air Base","35.211601","48.6534","IR"
"OIIE","large_airport","Imam Khomeini International","35.41609955","51.15219879","IR"
"OIII","large_airport","Mehrabad International","35.689175","51.314392","IR"
"OIIK","medium_airport","Qazvin","36.240101","50.0471","IR"
"OIIP","large_airport","Payam International","35.7761","50.826698","IR"
"OIKB","large_airport","Bandar Abbas International","27.2183","56.3778","IR"
"OIKJ","medium_airport","Jiroft","28.723519","57.675037","IR"
"OIKK","large_airport","Ayatollah Hashemi Rafsanjani International","30.271276","56.949692","IR"
"OIKM","medium_airport","Bam","29.0842","58.450001","IR"
"OIKQ","large_airport","Qeshm International","26.754639","55.902353","IR"
"OIKR","medium_airport","Rafsanjan","30.298345","56.048979","IR"
"OIKY","medium_airport","Sirjan","29.5509","55.672699","IR"
"OIMB","large_airport","Birjand International","32.896525","59.281258","IR"
"OIMC","medium_airport","Sarakhs","36.501202","61.064899","IR"
"OIMM","large_airport","Mashhad International","36.234821","59.642949","IR"
"OIMN","medium_airport","Bojnord","37.49300003","57.30820084","IR"
"OIMS","medium_airport","Sabzevar National","36.16809845","57.59519958","IR"
"OIMT","medium_airport","Tabas","33.667801","56.8927","IR"
"OING","medium_airport","Gorgan","36.90940094","54.40129852","IR"
"OINN","medium_airport","Nowshahr","36.664286","51.46273","IR"
"OINR","medium_airport","Ramsar","36.90701","50.687316","IR"
"OINZ","medium_airport","Sari Dasht-e Naz International","36.644408","53.188761","IR"
"OISF","medium_airport","Fasa","28.8918","53.723301","IR"
"OISL","medium_airport","Lar","27.6747","54.383301","IR"
"OISR","medium_airport","Lamerd","27.3727","53.188801","IR"
"OISS","large_airport","Shiraz Shahid Dastghaib International","29.5392","52.589802","IR"
"OISY","medium_airport","Yasuj","30.702238","51.542988","IR"
"OITL","medium_airport","Ardabil","38.32569885","48.42440033","IR"
"OITR","medium_airport","Urmia","37.66809845","45.06869888","IR"
"OITT","large_airport","Tabriz International","38.1339","46.235001","IR"
"OITU","medium_airport","Maku National","39.191293","44.928505","IR"
"OITZ","medium_airport","Zanjan","36.77370071","48.3594017","IR"
"OIYY","medium_airport","Shahid Sadooghi","31.9048996","54.2765007","IR"
"OIZB","medium_airport","Zabol","31.098301","61.5439","IR"
"OIZC","medium_airport","Chabahar Konarak International","25.44319","60.382167","IR"
"OIZH","large_airport","Zahedan International","29.4757","60.9062","IR"
"OIZI","medium_airport","Iranshahr","27.236099","60.720001","IR"
"OJAI","large_airport","Queen Alia International","31.72260094","35.99319839","JO"
"OJAM","large_airport","Marka International (Amman Civil)","31.9727","35.9916","JO"
"OJAQ","large_airport","King Hussein International","29.611601","35.018101","JO"
"OJMS","medium_airport","Muwaffaq Salti Air Base","31.8256","36.782001","JO"
"OKAJ","medium_airport","Ahmed Al Jaber Air Base","28.93479919","47.79190063","KW"
"OKAS","medium_airport","Ali Al Salem Air Base","29.346905","47.520118","KW"
"OKKK","large_airport","Kuwait International","29.224487","47.969813","KW"
"OLBA","large_airport","Beirut Rafic Hariri International","33.819833","35.487443","LB"
"OLKA","medium_airport","Rene Mouawad Air Base","34.589298","36.011299","LB"
"OLRA","medium_airport","Rayak Air Base","33.85079956","35.98770142","LB"
"OMAA","large_airport","Zayed International","24.440966","54.649237","AE"
"OMAD","large_airport","Al Bateen Executive","24.427062","54.459866","AE"
"OMAL","large_airport","Al Ain International","24.2617","55.6092","AE"
"OMAM","medium_airport","Al Dhafra Air Base","24.24819946","54.54769897","AE"
"OMBY","medium_airport","Sir Bani Yas","24.283611","52.580278","AE"
"OMDB","large_airport","Dubai International","25.24979","55.370992","AE"
"OMDM","medium_airport","Al Minhad Air Base","25.02680016","55.36619949","AE"
"OMDW","large_airport","Al Maktoum International","24.896171","55.16235","AE"
"OMFJ","large_airport","Fujairah International","25.108411","56.328061","AE"
"OMRK","large_airport","Ras Al Khaimah International","25.613501","55.938801","AE"
"OMSJ","large_airport","Sharjah International","25.3286","55.5172","AE"
"OOKB","medium_airport","Khasab","26.171","56.240601","OM"
"OOMA","medium_airport","RAFO Masirah","20.6754","58.890499","OM"
"OOMS","large_airport","Muscat International","23.600218","58.285268","OM"
"OOSA","large_airport","Salalah International","17.0387","54.091301","OM"
"OOSH","large_airport","Suhar International","24.38604","56.62541","OM"
"OOTH","medium_airport","Thumrait Air Base","17.666","54.024601","OM"
"OPBW","medium_airport","Bahawalpur","29.34810066","71.71800232","PK"
"OPCH","medium_airport","Chitral","35.886213","71.799922","PK"
"OPDG","medium_airport","Dera Ghazi Khan","29.96100044","70.48590088","PK"
"OPDI","medium_airport","Dera Ismael Khan [IN-ACTIVE]","31.909401","70.896599","PK"
"OPFA","large_airport","Faisalabad International","31.364923","72.995319","PK"
"OPGD","large_airport","New Gwadar International","25.296733","62.498822","PK"
"OPGT","medium_airport","Gilgit","35.91880035","74.33360291","PK"
"OPIS","large_airport","Islamabad International","33.549","72.82566","PK"
"OPJA","medium_airport","Shahbaz Air Base","28.28420067","68.4496994","PK"
"OPKC","large_airport","Jinnah International","24.9065","67.160797","PK"
"OPLA","large_airport","Allama Iqbal International","31.521601","74.403603","PK"
"OPMA","medium_airport","Mangla","33.05009842","73.63839722","PK"
